teamcolor_id,stage,stat_code,stat_name,value,raw_effect
40030,1,positioning,위치 선정,1,위치 선정 +1
40030,1,stamina,스태미너,2,스태미너 +2
40031,1,interceptions,가로채기,2,가로채기 +2
40031,1,sprintspeed,속력,1,속력 +1
40032,1,longpassing,긴 패스,2,긴 패스 +2
40032,1,sprintspeed,속력,1,속력 +1
40032,1,standingtackle,태클,2,태클 +2
40033,1,acceleration,가속력,2,가속력 +2
40033,1,vision,시야,1,시야 +1
40034,1,agility,민첩성,2,민첩성 +2
40034,1,balance,밸런스,1,밸런스 +1
40054,1,overall,전체 능력치,1,전체 능력치 +1
40054,2,overall,전체 능력치,3,전체 능력치 +3
40054,3,crossing,크로스,2,크로스 +2
40054,3,dribbling,드리블,1,드리블 +1
40054,3,overall,전체 능력치,3,전체 능력치 +3
40054,4,crossing,크로스,3,크로스 +3
40054,4,dribbling,드리블,3,드리블 +3
40054,4,overall,전체 능력치,4,전체 능력치 +4
40055,1,overall,전체 능력치,1,전체 능력치 +1
40055,2,overall,전체 능력치,3,전체 능력치 +3
40055,3,ballcontrol,볼 컨트롤,2,볼 컨트롤 +2
40055,3,overall,전체 능력치,3,전체 능력치 +3
40055,3,sprintspeed,속력,1,속력 +1
40055,4,ballcontrol,볼 컨트롤,3,볼 컨트롤 +3
40055,4,overall,전체 능력치,4,전체 능력치 +4
40055,4,sprintspeed,속력,3,속력 +3
40056,1,overall,전체 능력치,1,전체 능력치 +1
40056,2,overall,전체 능력치,3,전체 능력치 +3
40056,3,overall,전체 능력치,3,전체 능력치 +3
40056,3,positioning,위치 선정,1,위치 선정 +1
40056,3,stamina,스태미너,2,스태미너 +2
40056,4,overall,전체 능력치,4,전체 능력치 +4
40056,4,positioning,위치 선정,3,위치 선정 +3
40056,4,stamina,스태미너,3,스태미너 +3
40057,1,overall,전체 능력치,1,전체 능력치 +1
40057,2,overall,전체 능력치,3,전체 능력치 +3
40057,3,headingaccuracy,헤더,1,헤더 +1
40057,3,overall,전체 능력치,3,전체 능력치 +3
40057,3,stamina,스태미너,2,스태미너 +2
40057,4,headingaccuracy,헤더,3,헤더 +3
40057,4,overall,전체 능력치,4,전체 능력치 +4
40057,4,stamina,스태미너,3,스태미너 +3
40058,1,overall,전체 능력치,1,전체 능력치 +1
40058,2,overall,전체 능력치,3,전체 능력치 +3
40058,3,agility,민첩성,1,민첩성 +1
40058,3,marking,대인 수비,2,대인 수비 +2
40058,3,overall,전체 능력치,3,전체 능력치 +3
40058,4,agility,민첩성,3,민첩성 +3
40058,4,marking,대인 수비,3,대인 수비 +3
40058,4,overall,전체 능력치,4,전체 능력치 +4
40059,1,overall,전체 능력치,1,전체 능력치 +1
40059,2,overall,전체 능력치,3,전체 능력치 +3
40059,3,acceleration,가속력,2,가속력 +2
40059,3,longpassing,긴 패스,1,긴 패스 +1
40059,3,overall,전체 능력치,3,전체 능력치 +3
40059,4,acceleration,가속력,3,가속력 +3
40059,4,longpassing,긴 패스,3,긴 패스 +3
40059,4,overall,전체 능력치,4,전체 능력치 +4
40060,1,overall,전체 능력치,1,전체 능력치 +1
40060,2,overall,전체 능력치,3,전체 능력치 +3
40060,3,finishing,골 결정력,1,골 결정력 +1
40060,3,overall,전체 능력치,3,전체 능력치 +3
40060,3,shortpassing,짧은 패스,2,짧은 패스 +2
40060,4,finishing,골 결정력,3,골 결정력 +3
40060,4,overall,전체 능력치,4,전체 능력치 +4
40060,4,shortpassing,짧은 패스,3,짧은 패스 +3
40061,1,overall,전체 능력치,1,전체 능력치 +1
40061,2,overall,전체 능력치,3,전체 능력치 +3
40061,3,aggression,적극성,1,적극성 +1
40061,3,longpassing,긴 패스,2,긴 패스 +2
40061,3,overall,전체 능력치,3,전체 능력치 +3
40061,4,aggression,적극성,3,적극성 +3
40061,4,longpassing,긴 패스,3,긴 패스 +3
40061,4,overall,전체 능력치,4,전체 능력치 +4
40062,1,overall,전체 능력치,1,전체 능력치 +1
40062,2,overall,전체 능력치,3,전체 능력치 +3
40062,3,dribbling,드리블,2,드리블 +2
40062,3,overall,전체 능력치,3,전체 능력치 +3
40062,3,shortpassing,짧은 패스,1,짧은 패스 +1
40062,4,dribbling,드리블,3,드리블 +3
40062,4,overall,전체 능력치,4,전체 능력치 +4
40062,4,shortpassing,짧은 패스,3,짧은 패스 +3
40063,1,overall,전체 능력치,1,전체 능력치 +1
40063,2,overall,전체 능력치,3,전체 능력치 +3
40063,3,crossing,크로스,2,크로스 +2
40063,3,marking,대인 수비,1,대인 수비 +1
40063,3,overall,전체 능력치,3,전체 능력치 +3
40063,4,crossing,크로스,3,크로스 +3
40063,4,marking,대인 수비,3,대인 수비 +3
40063,4,overall,전체 능력치,4,전체 능력치 +4
40064,1,overall,전체 능력치,1,전체 능력치 +1
40064,2,overall,전체 능력치,3,전체 능력치 +3
40064,3,interceptions,가로채기,2,가로채기 +2
40064,3,overall,전체 능력치,3,전체 능력치 +3
40064,3,stamina,스태미너,1,스태미너 +1
40064,4,interceptions,가로채기,3,가로채기 +3
40064,4,overall,전체 능력치,4,전체 능력치 +4
40064,4,stamina,스태미너,3,스태미너 +3
40065,1,overall,전체 능력치,1,전체 능력치 +1
40065,2,overall,전체 능력치,3,전체 능력치 +3
40065,3,acceleration,가속력,1,가속력 +1
40065,3,crossing,크로스,2,크로스 +2
40065,3,overall,전체 능력치,3,전체 능력치 +3
40065,4,acceleration,가속력,3,가속력 +3
40065,4,crossing,크로스,3,크로스 +3
40065,4,overall,전체 능력치,4,전체 능력치 +4
40066,1,overall,전체 능력치,1,전체 능력치 +1
40066,2,overall,전체 능력치,3,전체 능력치 +3
40066,3,overall,전체 능력치,3,전체 능력치 +3
40066,3,shortpassing,짧은 패스,2,짧은 패스 +2
40066,3,vision,시야,1,시야 +1
40066,4,overall,전체 능력치,4,전체 능력치 +4
40066,4,shortpassing,짧은 패스,3,짧은 패스 +3
40066,4,vision,시야,3,시야 +3
40067,1,overall,전체 능력치,1,전체 능력치 +1
40067,2,overall,전체 능력치,3,전체 능력치 +3
40067,3,finishing,골 결정력,1,골 결정력 +1
40067,3,longpassing,긴 패스,2,긴 패스 +2
40067,3,overall,전체 능력치,3,전체 능력치 +3
40067,4,finishing,골 결정력,3,골 결정력 +3
40067,4,longpassing,긴 패스,3,긴 패스 +3
40067,4,overall,전체 능력치,4,전체 능력치 +4
40068,1,overall,전체 능력치,1,전체 능력치 +1
40068,2,overall,전체 능력치,3,전체 능력치 +3
40068,3,composure,침착성,1,침착성 +1
40068,3,dribbling,드리블,2,드리블 +2
40068,3,overall,전체 능력치,3,전체 능력치 +3
40068,4,composure,침착성,3,침착성 +3
40068,4,dribbling,드리블,3,드리블 +3
40068,4,overall,전체 능력치,4,전체 능력치 +4
40069,1,overall,전체 능력치,1,전체 능력치 +1
40069,2,overall,전체 능력치,3,전체 능력치 +3
40069,3,marking,대인 수비,1,대인 수비 +1
40069,3,overall,전체 능력치,3,전체 능력치 +3
40069,3,reactions,반응 속도,2,반응 속도 +2
40069,4,marking,대인 수비,3,대인 수비 +3
40069,4,overall,전체 능력치,4,전체 능력치 +4
40069,4,reactions,반응 속도,3,반응 속도 +3
40070,1,overall,전체 능력치,1,전체 능력치 +1
40070,2,overall,전체 능력치,3,전체 능력치 +3
40070,3,finishing,골 결정력,1,골 결정력 +1
40070,3,overall,전체 능력치,3,전체 능력치 +3
40070,3,sprintspeed,속력,2,속력 +2
40070,4,finishing,골 결정력,3,골 결정력 +3
40070,4,overall,전체 능력치,4,전체 능력치 +4
40070,4,sprintspeed,속력,3,속력 +3
40071,1,overall,전체 능력치,1,전체 능력치 +1
40071,2,overall,전체 능력치,3,전체 능력치 +3
40071,3,aggression,적극성,2,적극성 +2
40071,3,marking,대인 수비,1,대인 수비 +1
40071,3,overall,전체 능력치,3,전체 능력치 +3
40071,4,aggression,적극성,3,적극성 +3
40071,4,marking,대인 수비,3,대인 수비 +3
40071,4,overall,전체 능력치,4,전체 능력치 +4
40072,1,overall,전체 능력치,1,전체 능력치 +1
40072,2,overall,전체 능력치,3,전체 능력치 +3
40072,3,headingaccuracy,헤더,1,헤더 +1
40072,3,overall,전체 능력치,3,전체 능력치 +3
40072,3,positioning,위치 선정,2,위치 선정 +2
40072,4,headingaccuracy,헤더,3,헤더 +3
40072,4,overall,전체 능력치,4,전체 능력치 +4
40072,4,positioning,위치 선정,3,위치 선정 +3
40073,1,overall,전체 능력치,1,전체 능력치 +1
40073,2,overall,전체 능력치,3,전체 능력치 +3
40073,3,aggression,적극성,2,적극성 +2
40073,3,overall,전체 능력치,3,전체 능력치 +3
40073,3,stamina,스태미너,1,스태미너 +1
40073,4,aggression,적극성,3,적극성 +3
40073,4,overall,전체 능력치,4,전체 능력치 +4
40073,4,stamina,스태미너,3,스태미너 +3
40074,1,overall,전체 능력치,1,전체 능력치 +1
40074,2,overall,전체 능력치,3,전체 능력치 +3
40074,3,interceptions,가로채기,2,가로채기 +2
40074,3,marking,대인 수비,1,대인 수비 +1
40074,3,overall,전체 능력치,3,전체 능력치 +3
40074,4,interceptions,가로채기,3,가로채기 +3
40074,4,marking,대인 수비,3,대인 수비 +3
40074,4,overall,전체 능력치,4,전체 능력치 +4
40075,1,overall,전체 능력치,1,전체 능력치 +1
40075,2,overall,전체 능력치,3,전체 능력치 +3
40075,3,jumping,점프,1,점프 +1
40075,3,longshots,중거리 슛,2,중거리 슛 +2
40075,3,overall,전체 능력치,3,전체 능력치 +3
40075,4,jumping,점프,3,점프 +3
40075,4,longshots,중거리 슛,3,중거리 슛 +3
40075,4,overall,전체 능력치,4,전체 능력치 +4
40076,1,overall,전체 능력치,1,전체 능력치 +1
40076,2,overall,전체 능력치,3,전체 능력치 +3
40076,3,overall,전체 능력치,3,전체 능력치 +3
40076,3,reactions,반응 속도,2,반응 속도 +2
40076,3,strength,몸싸움,1,몸싸움 +1
40076,4,overall,전체 능력치,4,전체 능력치 +4
40076,4,reactions,반응 속도,3,반응 속도 +3
40076,4,strength,몸싸움,3,몸싸움 +3
40077,1,overall,전체 능력치,1,전체 능력치 +1
40077,2,overall,전체 능력치,3,전체 능력치 +3
40077,3,jumping,점프,2,점프 +2
40077,3,longpassing,긴 패스,1,긴 패스 +1
40077,3,overall,전체 능력치,3,전체 능력치 +3
40077,4,jumping,점프,3,점프 +3
40077,4,longpassing,긴 패스,3,긴 패스 +3
40077,4,overall,전체 능력치,4,전체 능력치 +4
40078,1,overall,전체 능력치,1,전체 능력치 +1
40078,2,overall,전체 능력치,3,전체 능력치 +3
40078,3,longpassing,긴 패스,2,긴 패스 +2
40078,3,overall,전체 능력치,3,전체 능력치 +3
40078,3,sprintspeed,속력,1,속력 +1
40078,4,longpassing,긴 패스,3,긴 패스 +3
40078,4,overall,전체 능력치,4,전체 능력치 +4
40078,4,sprintspeed,속력,3,속력 +3
40079,1,overall,전체 능력치,1,전체 능력치 +1
40079,2,overall,전체 능력치,3,전체 능력치 +3
40079,3,marking,대인 수비,2,대인 수비 +2
40079,3,overall,전체 능력치,3,전체 능력치 +3
40079,3,stamina,스태미너,1,스태미너 +1
40079,4,marking,대인 수비,3,대인 수비 +3
40079,4,overall,전체 능력치,4,전체 능력치 +4
40079,4,stamina,스태미너,3,스태미너 +3
40080,1,overall,전체 능력치,1,전체 능력치 +1
40080,2,overall,전체 능력치,3,전체 능력치 +3
40080,3,longpassing,긴 패스,2,긴 패스 +2
40080,3,overall,전체 능력치,3,전체 능력치 +3
40080,3,slidingtackle,슬라이딩 태클,1,슬라이딩 태클 +1
40080,4,longpassing,긴 패스,3,긴 패스 +3
40080,4,overall,전체 능력치,4,전체 능력치 +4
40080,4,slidingtackle,슬라이딩 태클,3,슬라이딩 태클 +3
40081,1,overall,전체 능력치,1,전체 능력치 +1
40081,2,overall,전체 능력치,3,전체 능력치 +3
40081,3,finishing,골 결정력,1,골 결정력 +1
40081,3,interceptions,가로채기,2,가로채기 +2
40081,3,overall,전체 능력치,3,전체 능력치 +3
40081,4,finishing,골 결정력,3,골 결정력 +3
40081,4,interceptions,가로채기,3,가로채기 +3
40081,4,overall,전체 능력치,4,전체 능력치 +4
40082,1,overall,전체 능력치,1,전체 능력치 +1
40082,2,overall,전체 능력치,3,전체 능력치 +3
40082,3,crossing,크로스,2,크로스 +2
40082,3,jumping,점프,1,점프 +1
40082,3,overall,전체 능력치,3,전체 능력치 +3
40082,4,crossing,크로스,3,크로스 +3
40082,4,jumping,점프,3,점프 +3
40082,4,overall,전체 능력치,4,전체 능력치 +4
40083,1,overall,전체 능력치,1,전체 능력치 +1
40083,2,overall,전체 능력치,3,전체 능력치 +3
40083,3,dribbling,드리블,1,드리블 +1
40083,3,overall,전체 능력치,3,전체 능력치 +3
40083,3,sprintspeed,속력,2,속력 +2
40083,4,dribbling,드리블,3,드리블 +3
40083,4,overall,전체 능력치,4,전체 능력치 +4
40083,4,sprintspeed,속력,3,속력 +3
40084,1,overall,전체 능력치,1,전체 능력치 +1
40084,2,overall,전체 능력치,3,전체 능력치 +3
40084,3,jumping,점프,2,점프 +2
40084,3,overall,전체 능력치,3,전체 능력치 +3
40084,3,vision,시야,1,시야 +1
40084,4,jumping,점프,3,점프 +3
40084,4,overall,전체 능력치,4,전체 능력치 +4
40084,4,vision,시야,3,시야 +3
40085,1,overall,전체 능력치,1,전체 능력치 +1
40085,2,overall,전체 능력치,3,전체 능력치 +3
40085,3,acceleration,가속력,1,가속력 +1
40085,3,marking,대인 수비,2,대인 수비 +2
40085,3,overall,전체 능력치,3,전체 능력치 +3
40085,4,acceleration,가속력,3,가속력 +3
40085,4,marking,대인 수비,3,대인 수비 +3
40085,4,overall,전체 능력치,4,전체 능력치 +4
40086,1,overall,전체 능력치,1,전체 능력치 +1
40086,2,overall,전체 능력치,3,전체 능력치 +3
40086,3,interceptions,가로채기,1,가로채기 +1
40086,3,longpassing,긴 패스,2,긴 패스 +2
40086,3,overall,전체 능력치,3,전체 능력치 +3
40086,4,interceptions,가로채기,3,가로채기 +3
40086,4,longpassing,긴 패스,3,긴 패스 +3
40086,4,overall,전체 능력치,4,전체 능력치 +4
40087,1,overall,전체 능력치,1,전체 능력치 +1
40087,2,overall,전체 능력치,3,전체 능력치 +3
40087,3,acceleration,가속력,2,가속력 +2
40087,3,overall,전체 능력치,3,전체 능력치 +3
40087,3,stamina,스태미너,1,스태미너 +1
40087,4,acceleration,가속력,3,가속력 +3
40087,4,overall,전체 능력치,4,전체 능력치 +4
40087,4,stamina,스태미너,3,스태미너 +3
40088,1,overall,전체 능력치,1,전체 능력치 +1
40088,2,overall,전체 능력치,3,전체 능력치 +3
40088,3,longshots,중거리 슛,2,중거리 슛 +2
40088,3,overall,전체 능력치,3,전체 능력치 +3
40088,3,positioning,위치 선정,1,위치 선정 +1
40088,4,longshots,중거리 슛,3,중거리 슛 +3
40088,4,overall,전체 능력치,4,전체 능력치 +4
40088,4,positioning,위치 선정,3,위치 선정 +3
40089,1,overall,전체 능력치,1,전체 능력치 +1
40089,2,overall,전체 능력치,3,전체 능력치 +3
40089,3,longpassing,긴 패스,1,긴 패스 +1
40089,3,overall,전체 능력치,3,전체 능력치 +3
40089,3,stamina,스태미너,2,스태미너 +2
40089,4,longpassing,긴 패스,3,긴 패스 +3
40089,4,overall,전체 능력치,4,전체 능력치 +4
40089,4,stamina,스태미너,3,스태미너 +3
40090,1,overall,전체 능력치,1,전체 능력치 +1
40090,2,overall,전체 능력치,3,전체 능력치 +3
40090,3,interceptions,가로채기,2,가로채기 +2
40090,3,overall,전체 능력치,3,전체 능력치 +3
40090,3,positioning,위치 선정,1,위치 선정 +1
40090,4,interceptions,가로채기,3,가로채기 +3
40090,4,overall,전체 능력치,4,전체 능력치 +4
40090,4,positioning,위치 선정,3,위치 선정 +3
40091,1,overall,전체 능력치,1,전체 능력치 +1
40091,2,overall,전체 능력치,3,전체 능력치 +3
40091,3,aggression,적극성,2,적극성 +2
40091,3,overall,전체 능력치,3,전체 능력치 +3
40091,3,reactions,반응 속도,1,반응 속도 +1
40091,4,aggression,적극성,3,적극성 +3
40091,4,overall,전체 능력치,4,전체 능력치 +4
40091,4,reactions,반응 속도,3,반응 속도 +3
40092,1,overall,전체 능력치,1,전체 능력치 +1
40092,2,overall,전체 능력치,3,전체 능력치 +3
40092,3,overall,전체 능력치,3,전체 능력치 +3
40092,3,slidingtackle,슬라이딩 태클,1,슬라이딩 태클 +1
40092,3,stamina,스태미너,2,스태미너 +2
40092,4,overall,전체 능력치,4,전체 능력치 +4
40092,4,slidingtackle,슬라이딩 태클,3,슬라이딩 태클 +3
40092,4,stamina,스태미너,3,스태미너 +3
40093,1,overall,전체 능력치,1,전체 능력치 +1
40093,2,overall,전체 능력치,3,전체 능력치 +3
40093,3,balance,밸런스,1,밸런스 +1
40093,3,overall,전체 능력치,3,전체 능력치 +3
40093,3,vision,시야,2,시야 +2
40093,4,balance,밸런스,3,밸런스 +3
40093,4,overall,전체 능력치,4,전체 능력치 +4
40093,4,vision,시야,3,시야 +3
40094,1,overall,전체 능력치,1,전체 능력치 +1
40094,2,overall,전체 능력치,3,전체 능력치 +3
40094,3,dribbling,드리블,1,드리블 +1
40094,3,overall,전체 능력치,3,전체 능력치 +3
40094,3,shortpassing,짧은 패스,2,짧은 패스 +2
40094,4,dribbling,드리블,3,드리블 +3
40094,4,overall,전체 능력치,4,전체 능력치 +4
40094,4,shortpassing,짧은 패스,3,짧은 패스 +3
40095,1,overall,전체 능력치,1,전체 능력치 +1
40095,2,overall,전체 능력치,3,전체 능력치 +3
40095,3,composure,침착성,1,침착성 +1
40095,3,overall,전체 능력치,3,전체 능력치 +3
40095,3,strength,몸싸움,2,몸싸움 +2
40095,4,composure,침착성,3,침착성 +3
40095,4,overall,전체 능력치,4,전체 능력치 +4
40095,4,strength,몸싸움,3,몸싸움 +3
40096,1,overall,전체 능력치,1,전체 능력치 +1
40096,2,overall,전체 능력치,3,전체 능력치 +3
40096,3,crossing,크로스,2,크로스 +2
40096,3,headingaccuracy,헤더,1,헤더 +1
40096,3,overall,전체 능력치,3,전체 능력치 +3
40096,4,crossing,크로스,3,크로스 +3
40096,4,headingaccuracy,헤더,3,헤더 +3
40096,4,overall,전체 능력치,4,전체 능력치 +4
40097,1,overall,전체 능력치,1,전체 능력치 +1
40097,2,overall,전체 능력치,3,전체 능력치 +3
40097,3,acceleration,가속력,2,가속력 +2
40097,3,overall,전체 능력치,3,전체 능력치 +3
40097,3,reactions,반응 속도,1,반응 속도 +1
40097,4,acceleration,가속력,3,가속력 +3
40097,4,overall,전체 능력치,4,전체 능력치 +4
40097,4,reactions,반응 속도,3,반응 속도 +3
40099,1,overall,전체 능력치,1,전체 능력치 +1
40099,2,overall,전체 능력치,3,전체 능력치 +3
40099,3,ballcontrol,볼 컨트롤,1,볼 컨트롤 +1
40099,3,overall,전체 능력치,3,전체 능력치 +3
40099,3,positioning,위치 선정,2,위치 선정 +2
40099,4,ballcontrol,볼 컨트롤,3,볼 컨트롤 +3
40099,4,overall,전체 능력치,4,전체 능력치 +4
40099,4,positioning,위치 선정,3,위치 선정 +3
40100,1,overall,전체 능력치,1,전체 능력치 +1
40100,2,overall,전체 능력치,3,전체 능력치 +3
40100,3,aggression,적극성,1,적극성 +1
40100,3,marking,대인 수비,2,대인 수비 +2
40100,3,overall,전체 능력치,3,전체 능력치 +3
40100,4,aggression,적극성,3,적극성 +3
40100,4,marking,대인 수비,3,대인 수비 +3
40100,4,overall,전체 능력치,4,전체 능력치 +4
40101,1,overall,전체 능력치,1,전체 능력치 +1
40101,2,overall,전체 능력치,3,전체 능력치 +3
40101,3,crossing,크로스,2,크로스 +2
40101,3,longpassing,긴 패스,1,긴 패스 +1
40101,3,overall,전체 능력치,3,전체 능력치 +3
40101,4,crossing,크로스,3,크로스 +3
40101,4,longpassing,긴 패스,3,긴 패스 +3
40101,4,overall,전체 능력치,4,전체 능력치 +4
40102,1,overall,전체 능력치,1,전체 능력치 +1
40102,2,overall,전체 능력치,3,전체 능력치 +3
40102,3,longpassing,긴 패스,2,긴 패스 +2
40102,3,overall,전체 능력치,3,전체 능력치 +3
40102,3,standingtackle,태클,1,태클 +1
40102,4,longpassing,긴 패스,3,긴 패스 +3
40102,4,overall,전체 능력치,4,전체 능력치 +4
40102,4,standingtackle,태클,3,태클 +3
40103,1,overall,전체 능력치,1,전체 능력치 +1
40103,2,overall,전체 능력치,3,전체 능력치 +3
40103,3,agility,민첩성,1,민첩성 +1
40103,3,dribbling,드리블,2,드리블 +2
40103,3,overall,전체 능력치,3,전체 능력치 +3
40103,4,agility,민첩성,3,민첩성 +3
40103,4,dribbling,드리블,3,드리블 +3
40103,4,overall,전체 능력치,4,전체 능력치 +4
40104,1,overall,전체 능력치,1,전체 능력치 +1
40104,2,overall,전체 능력치,3,전체 능력치 +3
40104,3,agility,민첩성,1,민첩성 +1
40104,3,overall,전체 능력치,3,전체 능력치 +3
40104,3,reactions,반응 속도,2,반응 속도 +2
40104,4,agility,민첩성,3,민첩성 +3
40104,4,overall,전체 능력치,4,전체 능력치 +4
40104,4,reactions,반응 속도,3,반응 속도 +3
40105,1,overall,전체 능력치,1,전체 능력치 +1
40105,2,overall,전체 능력치,3,전체 능력치 +3
40105,3,longpassing,긴 패스,1,긴 패스 +1
40105,3,overall,전체 능력치,3,전체 능력치 +3
40105,3,shortpassing,짧은 패스,2,짧은 패스 +2
40105,4,longpassing,긴 패스,3,긴 패스 +3
40105,4,overall,전체 능력치,4,전체 능력치 +4
40105,4,shortpassing,짧은 패스,3,짧은 패스 +3
40107,1,overall,전체 능력치,1,전체 능력치 +1
40107,2,overall,전체 능력치,3,전체 능력치 +3
40107,3,headingaccuracy,헤더,1,헤더 +1
40107,3,overall,전체 능력치,3,전체 능력치 +3
40107,3,positioning,위치 선정,2,위치 선정 +2
40107,4,headingaccuracy,헤더,3,헤더 +3
40107,4,overall,전체 능력치,4,전체 능력치 +4
40107,4,positioning,위치 선정,3,위치 선정 +3
40108,1,overall,전체 능력치,1,전체 능력치 +1
40108,2,overall,전체 능력치,3,전체 능력치 +3
40108,3,overall,전체 능력치,3,전체 능력치 +3
40108,3,reactions,반응 속도,1,반응 속도 +1
40108,3,shortpassing,짧은 패스,2,짧은 패스 +2
40108,4,overall,전체 능력치,4,전체 능력치 +4
40108,4,reactions,반응 속도,3,반응 속도 +3
40108,4,shortpassing,짧은 패스,3,짧은 패스 +3
40110,1,overall,전체 능력치,1,전체 능력치 +1
40110,2,overall,전체 능력치,3,전체 능력치 +3
40110,3,overall,전체 능력치,3,전체 능력치 +3
40110,3,slidingtackle,슬라이딩 태클,1,슬라이딩 태클 +1
40110,3,standingtackle,태클,2,태클 +2
40110,4,overall,전체 능력치,4,전체 능력치 +4
40110,4,slidingtackle,슬라이딩 태클,3,슬라이딩 태클 +3
40110,4,standingtackle,태클,3,태클 +3
40111,1,overall,전체 능력치,1,전체 능력치 +1
40111,2,overall,전체 능력치,3,전체 능력치 +3
40111,3,acceleration,가속력,1,가속력 +1
40111,3,longshots,중거리 슛,2,중거리 슛 +2
40111,3,overall,전체 능력치,3,전체 능력치 +3
40111,4,acceleration,가속력,3,가속력 +3
40111,4,longshots,중거리 슛,3,중거리 슛 +3
40111,4,overall,전체 능력치,4,전체 능력치 +4
40112,1,overall,전체 능력치,1,전체 능력치 +1
40112,2,overall,전체 능력치,3,전체 능력치 +3
40112,3,marking,대인 수비,1,대인 수비 +1
40112,3,overall,전체 능력치,3,전체 능력치 +3
40112,3,stamina,스태미너,2,스태미너 +2
40112,4,marking,대인 수비,3,대인 수비 +3
40112,4,overall,전체 능력치,4,전체 능력치 +4
40112,4,stamina,스태미너,3,스태미너 +3
40113,1,overall,전체 능력치,1,전체 능력치 +1
40113,2,overall,전체 능력치,3,전체 능력치 +3
40113,3,aggression,적극성,2,적극성 +2
40113,3,overall,전체 능력치,3,전체 능력치 +3
40113,3,strength,몸싸움,1,몸싸움 +1
40113,4,aggression,적극성,3,적극성 +3
40113,4,overall,전체 능력치,4,전체 능력치 +4
40113,4,strength,몸싸움,3,몸싸움 +3
40114,1,overall,전체 능력치,1,전체 능력치 +1
40114,2,overall,전체 능력치,3,전체 능력치 +3
40114,3,crossing,크로스,2,크로스 +2
40114,3,longpassing,긴 패스,1,긴 패스 +1
40114,3,overall,전체 능력치,3,전체 능력치 +3
40114,4,crossing,크로스,3,크로스 +3
40114,4,longpassing,긴 패스,3,긴 패스 +3
40114,4,overall,전체 능력치,4,전체 능력치 +4
40115,1,overall,전체 능력치,1,전체 능력치 +1
40115,2,overall,전체 능력치,3,전체 능력치 +3
40115,3,marking,대인 수비,2,대인 수비 +2
40115,3,overall,전체 능력치,3,전체 능력치 +3
40115,3,positioning,위치 선정,1,위치 선정 +1
40115,4,marking,대인 수비,3,대인 수비 +3
40115,4,overall,전체 능력치,4,전체 능력치 +4
40115,4,positioning,위치 선정,3,위치 선정 +3
40116,1,overall,전체 능력치,1,전체 능력치 +1
40116,2,overall,전체 능력치,3,전체 능력치 +3
40116,3,headingaccuracy,헤더,1,헤더 +1
40116,3,longpassing,긴 패스,2,긴 패스 +2
40116,3,overall,전체 능력치,3,전체 능력치 +3
40116,4,headingaccuracy,헤더,3,헤더 +3
40116,4,longpassing,긴 패스,3,긴 패스 +3
40116,4,overall,전체 능력치,4,전체 능력치 +4
40117,1,overall,전체 능력치,1,전체 능력치 +1
40117,2,overall,전체 능력치,3,전체 능력치 +3
40117,3,aggression,적극성,1,적극성 +1
40117,3,overall,전체 능력치,3,전체 능력치 +3
40117,3,shortpassing,짧은 패스,2,짧은 패스 +2
40117,4,aggression,적극성,3,적극성 +3
40117,4,overall,전체 능력치,4,전체 능력치 +4
40117,4,shortpassing,짧은 패스,3,짧은 패스 +3
40118,1,overall,전체 능력치,1,전체 능력치 +1
40118,2,overall,전체 능력치,3,전체 능력치 +3
40118,3,crossing,크로스,2,크로스 +2
40118,3,overall,전체 능력치,3,전체 능력치 +3
40118,3,sprintspeed,속력,1,속력 +1
40118,4,crossing,크로스,3,크로스 +3
40118,4,overall,전체 능력치,4,전체 능력치 +4
40118,4,sprintspeed,속력,3,속력 +3
40119,1,overall,전체 능력치,1,전체 능력치 +1
40119,2,overall,전체 능력치,3,전체 능력치 +3
40119,3,overall,전체 능력치,3,전체 능력치 +3
40119,3,standingtackle,태클,2,태클 +2
40119,3,strength,몸싸움,1,몸싸움 +1
40119,4,overall,전체 능력치,4,전체 능력치 +4
40119,4,standingtackle,태클,3,태클 +3
40119,4,strength,몸싸움,3,몸싸움 +3
40120,1,overall,전체 능력치,1,전체 능력치 +1
40120,2,overall,전체 능력치,3,전체 능력치 +3
40120,3,interceptions,가로채기,1,가로채기 +1
40120,3,longshots,중거리 슛,2,중거리 슛 +2
40120,3,overall,전체 능력치,3,전체 능력치 +3
40120,4,interceptions,가로채기,3,가로채기 +3
40120,4,longshots,중거리 슛,3,중거리 슛 +3
40120,4,overall,전체 능력치,4,전체 능력치 +4
40123,1,overall,전체 능력치,1,전체 능력치 +1
40123,2,overall,전체 능력치,3,전체 능력치 +3
40123,3,finishing,골 결정력,1,골 결정력 +1
40123,3,overall,전체 능력치,3,전체 능력치 +3
40123,3,sprintspeed,속력,2,속력 +2
40123,4,finishing,골 결정력,3,골 결정력 +3
40123,4,overall,전체 능력치,4,전체 능력치 +4
40123,4,sprintspeed,속력,3,속력 +3
40124,1,overall,전체 능력치,1,전체 능력치 +1
40124,2,overall,전체 능력치,3,전체 능력치 +3
40124,3,acceleration,가속력,2,가속력 +2
40124,3,dribbling,드리블,1,드리블 +1
40124,3,overall,전체 능력치,3,전체 능력치 +3
40124,4,acceleration,가속력,3,가속력 +3
40124,4,dribbling,드리블,3,드리블 +3
