spid,pid,name,season,position,position2,position3,ovr,ovr2,ovr3,pay,preferredfoot,weakfootabilitytypecode,height,weight,nation_id,thumb_path
511236454,236454,술레만 둠비아,22PLA,lwb,lm,lb,76,73,76,12,2,2,175,64,108,/players/p236454.png?rd=202607310550
511236506,236506,마르코스 세네시,22PLA,cb,,,84,0,0,14,2,3,183,78,52,/playersAction/p236506_25.png?rd=202607310550
511236583,236583,이르지 파블렌카,22PLA,gk,,,84,0,0,12,1,3,196,81,12,/playersAction/p236583_25.png?rd=202607310540
511236786,236786,마르탱 테리에,22PLA,lw,st,,86,86,0,16,1,3,184,73,18,/playersAction/p236786_25.png?rd=202607310550
511236791,236791,안토닌 바라크,22PLA,cf,cm,,87,86,0,17,2,3,190,86,12,/playersAction/p236791_25.png?rd=202607310540
511236792,236792,토마시 소우체크,22PLA,cdm,cm,,86,84,0,16,1,3,192,86,12,/playersAction/p236792_25.png?rd=202607310540
511236920,236920,J. 클라위베르트,22PLA,lw,lm,rm,83,82,82,14,1,4,172,66,34,/playersAction/p236920_25.png?rd=202607310550
511237086,237086,김민재,22PLA,cb,,,85,0,0,15,1,3,190,81,167,/playersAction/p237086_25.png?rd=202607310540
511237221,237221,후안 포이트,22PLA,rb,cb,cdm,83,85,83,14,1,3,187,69,52,/playersAction/p237221_25.png?rd=202607310550
511237629,237629,아르네 마이어,22PLA,cm,cdm,,81,79,0,13,1,3,186,79,21,/players/p237629.png?rd=202607310550
511237640,237640,네딤 바이라미,22PLA,cam,cf,,82,81,0,14,1,4,179,68,1,/playersAction/p237640_25.png?rd=202607310540
511237942,237942,P. 에스투피냔,22PLA,lb,lwb,,84,83,0,14,2,3,175,78,57,/playersAction/p237942_25.png?rd=202607310550
511238067,238067,니콜로 차니올로,22PLA,cf,rw,rm,87,86,85,16,2,3,190,75,27,/playersAction/p238067_25.png?rd=202607310550
511238095,238095,니콜라 밀렌코비치,22PLA,cb,,,86,0,0,15,1,3,195,90,51,/playersAction/p238095_25.png?rd=202607310550
511238160,238160,메리 데미랄,22PLA,cb,,,84,0,0,14,1,2,190,86,48,/playersAction/p238160_25.png?rd=202607310540
511238794,238794,비니시우스,22PLA,lw,,,90,0,0,18,1,4,176,73,54,/playersAction/p238794_25.png?rd=202607310550
511239085,239085,엘링 홀란,22PLA,st,,,93,0,0,19,2,3,195,94,36,/playersAction/p239085_25.png?rd=202607310550
511239093,239093,조나탕 클로스,22PLA,rwb,,,85,0,0,15,1,3,178,69,18,/playersAction/p239093_25.png?rd=202607310550
511239231,239231,마르크 쿠쿠레야,22PLA,lb,cb,lm,83,80,83,15,2,3,172,66,45,/playersAction/p239231_25.png?rd=202607310550
511239818,239818,후벵 디아스,22PLA,cb,,,92,0,0,19,1,4,187,82,38,/playersAction/p239818_25.png?rd=202607310550
511240740,240740,C. 허드슨-오도이,22PLA,lm,rm,rwb,81,81,70,14,1,3,177,76,14,/playersAction/p240740_25.png?rd=202607310550
511240753,240753,아민 구이리,22PLA,st,lm,,86,86,0,15,1,3,180,72,18,/playersAction/p240753_25.png?rd=202607310550
511240787,240787,H. 트라오레,22PLA,lm,lw,cam,83,84,83,14,1,3,177,77,108,/playersAction/p240787_25.png?rd=202607310550
511240947,240947,타이릭 미첼,22PLA,lb,,,79,0,0,13,2,3,180,70,14,/playersAction/p240947_25.png?rd=202607310550
511241049,241049,고로사벨,22PLA,rb,,,82,0,0,14,1,2,174,70,45,/playersAction/p241049_25.png?rd=202607310550
511241084,241084,루이스 디아스,22PLA,lw,lm,,89,89,0,17,1,4,180,73,56,/playersAction/p241084_25.png?rd=202607310540
511241464,241464,파우 토레스,22PLA,cb,,,88,0,0,16,2,3,191,80,45,/playersAction/p241464_25.png?rd=202607310550
511241727,241727,P. 라이코비치,22PLA,gk,,,84,0,0,12,1,2,191,85,51,/playersAction/p241727_25.png?rd=202607310550
511241811,241811,세르히오 고메스,22PLA,lb,rm,lm,78,79,79,13,2,3,171,68,45,/playersAction/p241811_25.png?rd=202607310550
511242000,242000,K. 마브로파노스,22PLA,cb,rb,,85,79,0,15,1,3,194,89,22,/playersAction/p242000_25.png?rd=202607310550
511242181,242181,네투 보르지스,22PLA,lb,,,77,0,0,11,2,3,183,84,54,/players/p242181.png?rd=202607310550
511242418,242418,타릭 람프티,22PLA,rwb,rb,,79,79,0,12,1,3,163,62,14,/playersAction/p242418_25.png?rd=202607310540
511243630,243630,조너선 데이비드,22PLA,st,,,86,0,0,16,1,5,180,77,70,/playersAction/p243630_25.png?rd=202607310540
511243780,243780,이강인,22PLA,cam,st,rm,81,79,79,13,2,3,173,68,167,/playersAction/p243780_25.png?rd=202607310540
511244112,244112,D. 체레,22PLA,cam,st,rm,80,78,79,14,1,3,179,73,117,/players/p244112.png?rd=202607310540
511244176,244176,데니즈 운다브,22PLA,st,,,83,0,0,15,1,5,178,86,21,/playersAction/p244176_25.png?rd=202607310550
511244380,244380,비탈리 미콜렌코,22PLA,lb,lwb,,78,78,0,12,2,2,180,71,49,/playersAction/p244380_25.png?rd=202607310550
511244470,244470,블라디미르 초우팔,22PLA,rb,rwb,,84,84,0,14,1,3,175,76,12,/playersAction/p244470_25.png?rd=202607310540
511244892,244892,소피안 디오프,22PLA,lm,rm,cf,83,83,83,14,1,3,175,65,18,/playersAction/p244892_25.png?rd=202607310540
511246242,246242,불라예 디아,22PLA,st,rw,,86,82,0,15,1,3,180,75,136,/playersAction/p246242_25.png?rd=202607310550
511246350,246350,엔조 르페이,22PLA,cm,cam,rm,82,80,79,14,1,3,170,58,18,/playersAction/p246350_25.png?rd=202607310550
511246618,246618,아담 흘로제크,22PLA,cam,lm,st,81,81,81,14,1,4,188,83,12,/playersAction/p246618_25.png?rd=202607310540
511247131,247131,A. 에스피노,22PLA,lb,,,83,0,0,14,2,3,172,71,60,/playersAction/p247131_25.png?rd=202607310550
511247181,247181,곤살로 플라타,22PLA,rm,rw,,83,84,0,14,2,3,178,65,57,/players/p247181.png?rd=202607310550
511247394,247394,데얀 쿨루세브스키,22PLA,rw,cf,,87,86,0,17,2,3,186,75,46,/players/p247394.png?rd=202607310540
511247635,247635,크바라츠헬리아,22PLA,lw,cam,,82,82,0,13,1,5,183,70,20,/playersAction/p247635_25.png?rd=202607310540
511248808,248808,에런 히키,22PLA,rb,lb,lwb,77,77,78,12,1,5,175,72,42,/playersAction/p248808_25.png?rd=202607310540
511251380,251380,L. 브라시에,22PLA,cb,lb,,80,78,0,12,2,2,186,78,18,/playersAction/p251380_25.png?rd=202607310550
511252371,252371,주드 벨링엄,22PLA,cm,lm,,89,87,0,17,1,4,186,75,14,/playersAction/p252371_25.png?rd=202607310550
511254566,254566,P. 비머,22PLA,rm,lm,,80,80,0,14,1,4,182,77,4,/playersAction/p254566_25.png?rd=202607310550
511255475,255475,안토니,22PLA,rw,,,88,0,0,17,2,3,174,63,54,/playersAction/p255475_25.png?rd=202607310550
511256197,256197,P. 인카피에,22PLA,lb,cb,,83,84,0,14,2,2,184,76,57,/playersAction/p256197_25.png?rd=202607310550
511257289,257289,위고 에키티케,22PLA,st,,,80,0,0,14,1,3,189,70,18,/playersAction/p257289_25.png?rd=202607310550
511257540,257540,A. 크나우프,22PLA,rm,lm,,81,81,0,13,1,3,180,73,21,/playersAction/p257540_25.png?rd=202607310550
512155355,155355,이청용,23KL,rm,lm,cam,84,84,85,15,1,4,180,70,167,/players/p155355.png?rd=202607310550
512180283,180283,기성용,23KL,cdm,cm,,86,88,0,15,1,5,189,75,167,/playersAction/p180283_25.png?rd=202607310550
512182152,182152,구자철,23KL,cm,cam,rm,78,79,77,13,1,4,183,79,167,/players/p182152.png?rd=202607310550
512184901,184901,신광훈,23KL,rb,cdm,,77,77,0,11,1,3,178,73,167,/players/p184901.png?rd=202607310540
512193847,193847,오스마르,23KL,cb,cdm,cm,85,85,81,15,2,3,192,86,45,/playersAction/p193847_25.png?rd=202607310550
512198080,198080,아코스티,23KL,rm,rw,,79,79,0,13,1,3,179,72,117,/players/p198080.png?rd=202607310550
512199183,199183,김보경,23KL,cm,cam,rm,81,82,82,14,2,4,176,72,167,/players/p199183.png?rd=202607310550
512199231,199231,김태환,23KL,rb,rwb,,81,81,0,14,1,3,177,72,167,/playersAction/p199231_25.png?rd=202607310540
512199236,199236,홍철,23KL,lwb,lb,,80,80,0,13,2,3,176,70,167,/players/p199236.png?rd=202607310540
512200588,200588,홍정호,23KL,cb,,,82,0,0,15,1,4,186,77,167,/players/p200588.png?rd=202607310540
512200601,200601,윤빛가람,23KL,cm,cdm,,81,78,0,13,1,4,178,75,167,/players/p200601.png?rd=202607310550
512202749,202749,김오규,23KL,cb,,,78,0,0,12,1,3,182,75,167,/playersAction/p202749_25.png?rd=202607310550
512202949,202949,김준엽,23KL,rwb,rb,,77,76,0,11,1,4,178,76,167,/players/p202949.png?rd=202607310550
512202970,202970,정승용,23KL,lwb,lb,rb,78,78,78,11,2,3,182,83,167,/playersAction/p202970_25.png?rd=202607310540
512202974,202974,신세계,23KL,cb,rb,,77,78,0,11,1,3,178,75,167,/players/p202974.png?rd=202607310550
512202986,202986,신진호,23KL,cm,cdm,,89,87,0,15,1,4,177,72,167,/players/p202986.png?rd=202607310550
512202994,202994,한교원,23KL,rw,rm,,81,80,0,14,1,3,182,73,167,/playersAction/p202994_25.png?rd=202607310550
512203002,203002,김기희,23KL,cb,rb,,80,76,0,13,1,3,188,80,167,/playersAction/p203002_25.png?rd=202607310550
512205156,205156,최영준,23KL,cdm,cm,,82,80,0,13,1,3,181,76,167,/players/p205156.png?rd=202607310550
512205401,205401,바코,23KL,lm,cam,lw,85,85,85,15,1,3,174,74,20,/players/p205401.png?rd=202607310550
512205565,205565,불투이스,23KL,cb,,,84,0,0,15,2,3,192,78,34,/players/p205565.png?rd=202607310540
512206521,206521,김현,23KL,st,,,78,0,0,13,1,4,190,87,167,/players/p206521.png?rd=202607310550
512207730,207730,백성동,23KL,lm,lw,,78,77,0,13,1,4,171,66,167,/players/p207730.png?rd=202607310550
512208047,208047,김인성,23KL,lm,st,lw,78,75,78,13,1,3,180,74,167,/players/p208047.png?rd=202607310550
512208063,208063,주세종,23KL,cm,cdm,,82,81,0,13,1,4,176,68,167,/playersAction/p208063_25.png?rd=202607310550
512208153,208153,라스,23KL,st,,,83,0,0,15,1,4,197,94,140,/players/p208153.png?rd=202607310550
512208636,208636,이명주,23KL,cm,,,83,0,0,13,1,3,176,74,167,/playersAction/p208636_25.png?rd=202607310550
512209210,209210,앨릭스 그랜트,23KL,cb,,,82,0,0,12,2,3,191,88,195,/playersAction/p209210_25.png?rd=202607310550
512209839,209839,티모,23KL,cb,,,83,0,0,12,1,2,188,83,34,/players/p209839.png?rd=202607310550
512211004,211004,한국영,23KL,cm,cdm,,78,79,0,13,1,3,183,76,167,/players/p211004.png?rd=202607310550
512212260,212260,황의조,23KL,st,,,87,0,0,15,1,4,185,82,167,/playersAction/p212260_25.png?rd=202607310550
512212535,212535,애론 칼베르,23KL,cb,rb,,76,73,0,10,1,2,186,76,195,/players/p212535.png?rd=202607310550
512212791,212791,김승대,23KL,st,cam,rm,76,78,78,13,1,4,175,64,167,/players/p212791.png?rd=202607310540
512213170,213170,정재용,23KL,cdm,cm,,77,76,0,12,1,3,188,83,167,/players/p213170.png?rd=202607310550
512213189,213189,주민규,23KL,st,,,84,0,0,15,1,4,183,79,167,/playersAction/p213189_25.png?rd=202607310550
512213317,213317,김진수,23KL,lb,,,80,0,0,13,2,3,175,73,167,/playersAction/p213317_25.png?rd=202607310540
512217021,217021,산드루 리마,23KL,st,,,81,0,0,13,1,2,186,82,54,/players/p217021.png?rd=202607310550
512221467,221467,이창민,23KL,cm,,,83,0,0,15,1,4,179,77,167,/playersAction/p221467_25.png?rd=202607310550
512221643,221643,김도혁,23KL,lw,cm,,80,83,0,11,2,3,173,70,167,/players/p221643.png?rd=202607310550
512221759,221759,김경민,23KL,gk,,,81,0,0,8,1,3,189,81,167,/playersAction/p221759_25.png?rd=202607310550
512221859,221859,이주용,23KL,lb,lwb,,72,72,0,10,2,3,180,78,167,/playersAction/p221859_25.png?rd=202607310540
512222229,222229,양형모,23KL,gk,,,79,0,0,10,2,3,185,84,167,/players/p222229.png?rd=202607310550
512222729,222729,구스타보,23KL,st,,,84,0,0,15,1,4,189,83,54,/players/p222729.png?rd=202607310550
512223336,223336,레안드로,23KL,st,rw,lw,76,77,77,12,1,3,176,68,54,/players/p223336.png?rd=202607310550
512224794,224794,무릴로,23KL,cam,lm,cm,80,81,77,13,1,3,177,76,54,/players/p224794.png?rd=202607310540
512225733,225733,세징야,23KL,lw,st,cam,90,89,90,15,1,5,177,74,54,/playersAction/p225733_25.png?rd=202607310550
512227787,227787,김종우,23KL,cm,st,cam,79,75,79,13,1,4,180,73,167,/players/p227787.png?rd=202607310550
512227790,227790,정승현,23KL,cb,,,83,0,0,15,1,4,188,74,167,/players/p227790.png?rd=202607310540
512228210,228210,래클랜 잭슨,23KL,cb,lb,,80,73,0,13,2,3,196,90,195,/playersAction/p228210_25.png?rd=202607310550
512228464,228464,김진혁,23KL,cb,st,,80,76,0,13,1,3,187,78,167,/players/p228464.png?rd=202607310550
512233018,233018,김대원,23KL,lw,st,rw,86,83,86,15,1,5,171,65,167,/players/p233018.png?rd=202607310550
512233286,233286,황인재,23KL,gk,,,69,0,0,6,1,3,187,73,167,/playersAction/p233286_25.png?rd=202607310550
512233581,233581,송시우,23KL,st,rm,,77,76,0,12,2,2,174,72,167,/players/p233581.png?rd=202607310550
512234276,234276,정재희,23KL,rm,rw,,77,77,0,13,1,2,174,70,167,/players/p234276.png?rd=202607310550
512234301,234301,최철원,23KL,gk,,,73,0,0,8,1,2,193,85,167,/players/p234301.png?rd=202607310550
512238097,238097,나상호,23KL,lm,lw,,83,84,0,14,1,4,173,70,167,/players/p238097.png?rd=202607310550
512238310,238310,안드레 루이스,23KL,st,lw,rw,79,79,79,13,2,2,179,70,54,/players/p238310.png?rd=202607310550
512240186,240186,고명석,23KL,cb,rb,,75,72,0,10,1,2,189,80,167,/players/p240186.png?rd=202607310550
512241970,241970,델브리지,23KL,cb,rb,,83,74,0,13,2,4,193,90,195,/players/p241970.png?rd=202607310550
512242004,242004,전진우,23KL,lw,st,cm,76,74,67,12,1,4,182,69,167,/players/p242004.png?rd=202607310540
512242924,242924,고재현,23KL,rw,rm,,78,77,0,12,1,3,180,67,167,/playersAction/p242924_25.png?rd=202607310550
512243673,243673,박진섭,23KL,cb,cm,,80,74,0,13,1,3,184,80,167,/players/p243673.png?rd=202607310550
512244837,244837,이시영,23KL,rb,rwb,,77,77,0,12,1,2,173,65,167,/playersAction/p244837_25.png?rd=202607310550
512246937,246937,엄원상,23KL,rm,st,rw,82,80,83,13,1,4,171,63,167,/players/p246937.png?rd=202607310540
512247471,247471,마사,23KL,cm,st,,77,77,0,11,1,2,180,68,163,/playersAction/p247471_25.png?rd=202607310550
512247686,247686,조규성,23KL,st,,,85,0,0,16,1,5,188,77,167,/playersAction/p247686_25.png?rd=202607310550
512254886,254886,아사니,23KL,lw,lb,,77,64,0,11,2,3,179,62,1,/players/p254886.png?rd=202607310540
512255035,255035,조현택,23KL,lb,lwb,,72,73,0,8,2,3,180,65,167,/playersAction/p255035_25.png?rd=202607310550
512259325,259325,갈레구,23KL,lw,,,76,0,0,11,2,3,176,70,54,/playersAction/p259325_25.png?rd=202607310550
512260166,260166,오재혁,23KL,cm,lw,,72,71,0,8,1,3,174,69,167,/players/p260166.png?rd=202607310550
512267825,267825,티아고,23KL,st,,,82,0,0,13,1,5,190,75,54,/playersAction/p267825_25.png?rd=202607310550
512268097,268097,M. 아담,23KL,st,,,84,0,0,13,2,2,191,87,23,/players/p268097.png?rd=202607310550
512268313,268313,제카,23KL,st,lw,,81,76,0,13,1,3,190,84,54,/players/p268313.png?rd=202607310550
512273460,273460,호드리구 바사니,23KL,cam,,,79,0,0,13,2,3,177,73,54,/players/p273460.png?rd=202607310550
513020801,20801,크리스티아누 호날두,23PLA,st,,,96,0,0,19,1,4,187,85,38,/playersAction/p20801_25.png?rd=202607310550
513138956,138956,조르조 키엘리니,23PLA,cb,,,88,0,0,17,2,3,187,85,27,/players/p138956.png?rd=202607310550
513140233,140233,기예르모 오초아,23PLA,gk,,,88,0,0,14,1,3,185,78,83,/players/p140233.png?rd=202607310550
513156519,156519,엑토르 에레라,23PLA,cm,cdm,,89,89,0,16,1,4,185,78,83,/players/p156519.png?rd=202607310540
513157481,157481,라울 알비올,23PLA,cb,,,88,0,0,17,1,3,190,82,45,/playersAction/p157481_25.png?rd=202607310550
513158625,158625,단테,23PLA,cb,,,87,0,0,16,2,4,189,91,54,/playersAction/p158625_25.png?rd=202607310540
513164240,164240,티아구 실바,23PLA,cb,,,92,0,0,17,1,3,183,79,54,/players/p164240.png?rd=202607310550
513165153,165153,카림 벤제마,23PLA,cf,st,,98,98,0,21,1,4,185,81,18,/playersAction/p165153_25.png?rd=202607310550
513169416,169416,카를로스 벨라,23PLA,rw,lw,st,89,89,86,17,2,2,177,77,83,/players/p169416.png?rd=202607310550
513173608,173608,호셀루,23PLA,st,,,91,0,0,17,1,3,192,80,45,/players/p173608.png?rd=202607310550
513174543,174543,클라우디오 브라보,23PLA,gk,,,88,0,0,14,1,3,184,80,55,/players/p174543.png?rd=202607310550
513176550,176550,다비드 오스피나,23PLA,gk,,,88,0,0,14,1,3,183,80,56,/playersAction/p176550_25.png?rd=202607310540
513177003,177003,루카 모드리치,23PLA,cm,,,97,0,0,19,1,4,172,66,10,/playersAction/p177003_25.png?rd=202607310550
513178509,178509,올리비에 지루,23PLA,st,,,90,0,0,17,2,3,193,91,18,/playersAction/p178509_25.png?rd=202607310550
513178603,178603,마츠 후멜스,23PLA,cb,,,92,0,0,17,1,3,191,94,21,/players/p178603.png?rd=202607310550
513182521,182521,토니 크로스,23PLA,cm,cdm,,96,92,0,19,1,5,183,76,21,/playersAction/p513182521.png?rd=202607310550
513183569,183569,E. 추포-모팅,23PLA,st,,,88,0,0,16,1,4,191,90,103,/playersAction/p183569_25.png?rd=202607310550
513184200,184200,M. 아르나우토비치,23PLA,st,,,89,0,0,17,1,4,192,83,4,/players/p184200.png?rd=202607310550
513184344,184344,레오나르도 보누치,23PLA,cb,,,87,0,0,16,1,4,190,85,27,/players/p184344.png?rd=202607310550
513186153,186153,보이치에흐 슈체스니,23PLA,gk,,,93,0,0,16,1,3,195,90,37,/playersAction/p186153_25.png?rd=202607310540
513188350,188350,마르코 로이스,23PLA,cam,cf,,92,91,0,17,1,4,180,71,21,/playersAction/p188350_25.png?rd=202607310550
513188377,188377,카일 워커,23PLA,rb,,,91,0,0,17,1,2,183,83,14,/playersAction/p188377_25.png?rd=202607310550
513188545,188545,레반도프스키,23PLA,st,,,98,0,0,21,1,4,185,81,37,/playersAction/p188545_25.png?rd=202607310550
513188567,188567,P. 오바메양,23PLA,st,,,90,0,0,17,1,4,187,80,115,/playersAction/p188567_25.png?rd=202607310550
513188943,188943,케빈 트라프,23PLA,gk,,,92,0,0,16,1,4,189,84,21,/playersAction/p188943_25.png?rd=202607310550
513189271,189271,프랑시스 코클랭,23PLA,cm,lm,rm,89,86,86,17,1,4,176,74,18,/playersAction/p189271_25.png?rd=202607310550
513189511,189511,세르지오 부스케츠,23PLA,cdm,,,91,0,0,17,1,3,189,76,45,/playersAction/p189511_25.png?rd=202607310550
513189513,189513,파레호,23PLA,cm,cdm,,94,89,0,18,1,4,182,74,45,/playersAction/p189513_25.png?rd=202607310550
513189908,189908,우카시 스코룹스키,23PLA,gk,,,86,0,0,13,1,2,187,84,37,/playersAction/p189908_25.png?rd=202607310540
513190149,190149,데마르코스,23PLA,rb,,,87,0,0,16,1,3,182,78,45,/players/p190149.png?rd=202607310550
513190460,190460,크리스티안 에릭센,23PLA,cm,cdm,,90,77,0,18,1,5,181,76,13,/playersAction/p190460_25.png?rd=202607310550
513190674,190674,뱅자맹 앙드레,23PLA,cdm,cm,,88,85,0,16,1,3,180,76,18,/playersAction/p190674_25.png?rd=202607310540
513190765,190765,파스칼 그로스,23PLA,cm,cdm,rb,90,84,81,16,1,4,181,78,21,/playersAction/p190765_25.png?rd=202607310550
513190780,190780,숀 존슨,23PLA,gk,,,80,0,0,12,1,2,190,98,95,/players/p190780.png?rd=202607310540
513190871,190871,네이마르 Jr.,23PLA,lw,,,97,0,0,21,1,5,175,68,54,/players/p190871.png?rd=202607310550
513190941,190941,L. 흐라데츠키,23PLA,gk,,,91,0,0,15,1,3,192,85,17,/playersAction/p190941_25.png?rd=202607310550
513191202,191202,네마냐 마티치,23PLA,cdm,cm,,88,86,0,17,2,3,194,83,51,/playersAction/p191202_25.png?rd=202607310550
513192318,192318,마리오 괴체,23PLA,cam,cf,lm,91,89,91,17,1,4,176,72,21,/playersAction/p192318_25.png?rd=202607310550
513192629,192629,이아고 아스파스,23PLA,st,,,94,0,0,17,2,4,176,67,45,/playersAction/p192629_25.png?rd=202607310550
513192883,192883,헨릭 미키타리안,23PLA,cam,cm,,91,89,0,18,1,5,177,75,3,/playersAction/p192883_25.png?rd=202607310550
513192985,192985,케빈 더브라위너,23PLA,cm,cam,,99,98,0,21,1,5,181,75,7,/playersAction/p192985_25.png?rd=202607310550
513193041,193041,케일러 나바스,23PLA,gk,,,91,0,0,16,1,3,185,80,72,/players/p193041.png?rd=202607310550
513193082,193082,후안 콰드라도,23PLA,rm,rb,rw,88,87,89,17,1,3,179,72,56,/playersAction/p193082_25.png?rd=202607310540
513193301,193301,알렉상드르 라카제트,23PLA,st,,,92,0,0,18,1,4,175,73,18,/players/p193301.png?rd=202607310550
513193352,193352,R. 로드리게스,23PLA,cb,lm,lb,85,82,84,15,2,3,182,77,47,/playersAction/p193352_25.png?rd=202607310550
513193476,193476,레미 카벨라,23PLA,cam,lm,,88,87,0,16,1,4,172,68,18,/players/p193476.png?rd=202607310540
513193698,193698,올리버 바우만,23PLA,gk,,,90,0,0,14,1,1,187,82,21,/playersAction/p193698_25.png?rd=202607310550
513193747,193747,코케,23PLA,cdm,cm,,91,91,0,18,1,4,176,75,45,/playersAction/p193747_25.png?rd=202607310550
513195038,195038,플로리안 카인츠,23PLA,cam,lm,,84,84,0,16,1,5,176,71,4,/playersAction/p195038_25.png?rd=202607310540
513195365,195365,케빈 캄플,23PLA,cm,cdm,,88,84,0,16,1,4,178,66,44,/playersAction/p195365_25.png?rd=202607310550
513197445,197445,데이비드 알라바,23PLA,cb,lb,,93,92,0,18,2,4,180,78,4,/playersAction/p197445_25.png?rd=202607310540
513197781,197781,이스코,23PLA,cam,lw,cm,90,89,88,16,1,3,176,79,45,/playersAction/p197781_25.png?rd=202607310550
513198219,198219,로렌초 인시녜,23PLA,lw,cf,lm,91,91,91,17,1,4,163,59,27,/playersAction/p198219_25.png?rd=202607310550
513199439,199439,미하엘 그레고리치,23PLA,st,,,86,0,0,16,2,3,193,91,4,/playersAction/p199439_25.png?rd=202607310550
513199503,199503,그라니트 자카,23PLA,cm,cdm,,92,92,0,17,2,3,185,82,47,/playersAction/p199503_25.png?rd=202607310550
513199641,199641,마츠 셀스,23PLA,gk,,,86,0,0,14,1,2,188,75,7,/playersAction/p199641_25.png?rd=202607310550
513199915,199915,루이스 덩크,23PLA,cb,,,90,0,0,17,1,3,192,88,14,/playersAction/p199915_25.png?rd=202607310550
513200104,200104,손흥민,23PLA,lw,,,94,0,0,19,1,5,183,78,167,/playersAction/p200104_25.png?rd=202607310550
513200145,200145,카제미루,23PLA,cdm,,,95,0,0,19,1,3,185,84,54,/playersAction/p200145_25.png?rd=202607310550
513200389,200389,얀 오블라크,23PLA,gk,,,95,0,0,16,1,3,188,87,44,/playersAction/p200389_25.png?rd=202607310550
513201024,201024,칼리두 쿨리발리,23PLA,cb,,,94,0,0,17,1,4,186,93,136,/playersAction/p201024_25.png?rd=202607310550
513201153,201153,모라타,23PLA,st,,,91,0,0,18,1,4,190,84,45,/playersAction/p201153_25.png?rd=202607310550
513201389,201389,C. 비라기,23PLA,lb,,,87,0,0,15,2,3,185,78,27,/playersAction/p201389_25.png?rd=202607310550
513201455,201455,제프리 콘도그비아,23PLA,cm,cdm,,88,89,0,17,2,3,188,76,105,/playersAction/p201455_25.png?rd=202607310550
513201519,201519,조르당 베레투,23PLA,cm,cdm,,89,89,0,17,1,3,177,67,18,/players/p201519.png?rd=202607310550
513201942,201942,호베르투 피르미누,23PLA,cf,,,92,0,0,17,1,4,181,76,54,/players/p201942.png?rd=202607310550
513202126,202126,해리 케인,23PLA,st,,,99,0,0,21,1,5,188,85,14,/playersAction/p202126_25.png?rd=202607310550
513202651,202651,수소,23PLA,rw,lw,,89,89,0,17,2,3,177,70,45,/playersAction/p202651_25.png?rd=202607310550
513202811,202811,에미 마르티네스,23PLA,gk,,,90,0,0,16,1,4,195,88,52,/playersAction/p202811_25.png?rd=202607310550
513203486,203486,토르간 아자르,23PLA,lm,cf,,90,89,0,16,1,4,174,71,7,/playersAction/p203486_25.png?rd=202607310550
513203574,203574,존 스톤스,23PLA,cb,rb,,92,90,0,17,1,4,188,76,14,/playersAction/p203574_25.png?rd=202607310550
513204485,204485,리야드 마레즈,23PLA,rw,rm,,97,96,0,18,2,4,179,67,97,/playersAction/p204485_25.png?rd=202607310550
513204638,204638,빌리 오르반,23PLA,cb,,,92,0,0,17,1,3,186,87,23,/playersAction/p204638_25.png?rd=202607310550
513204883,204883,브라이스 삼바,23PLA,gk,,,90,0,0,14,2,3,187,90,18,/playersAction/p204883_25.png?rd=202607310550
513204923,204923,마르셀 자비처,23PLA,cm,cam,cdm,89,89,87,17,1,4,178,76,4,/playersAction/p204923_25.png?rd=202607310540
513205175,205175,A. 밀리크,23PLA,st,,,89,0,0,17,2,3,186,80,37,/playersAction/p205175_25.png?rd=202607310550
513205693,205693,세바스티앙 알레르,23PLA,st,,,90,0,0,17,1,3,191,90,108,/playersAction/p205693_25.png?rd=202607310540
513205812,205812,P. 테라차노,23PLA,gk,,,88,0,0,14,1,2,193,78,27,/playersAction/p205812_25.png?rd=202607310550
513206585,206585,케파,23PLA,gk,,,89,0,0,14,1,4,189,85,45,/playersAction/p206585_25.png?rd=202607310550
513207566,207566,윌리앙 카르발류,23PLA,cdm,cam,,89,85,0,17,1,4,187,79,38,/players/p207566.png?rd=202607310550
513207862,207862,마티아스 긴터,23PLA,cb,,,92,0,0,18,1,3,189,86,21,/playersAction/p207862_25.png?rd=202607310550
513207865,207865,마르키뉴스,23PLA,cb,,,95,0,0,19,1,3,183,75,54,/playersAction/p207865_25.png?rd=202607310550
513208093,208093,제라르 모레노,23PLA,st,rm,,93,91,0,17,2,4,180,77,45,/playersAction/p208093_25.png?rd=202607310550
513208128,208128,하칸 찰하놀루,23PLA,cm,cdm,,95,90,0,19,1,4,178,76,48,/playersAction/p208128_25.png?rd=202607310550
513208421,208421,사울,23PLA,cm,lm,lwb,86,84,83,16,2,4,184,75,45,/players/p208421.png?rd=202607310550
513208448,208448,에밀 포르스베리,23PLA,cam,cf,,90,88,0,17,1,4,177,76,46,/playersAction/p208448_25.png?rd=202607310540
513208450,208450,안드레아스 페레이라,23PLA,cam,,,86,0,0,16,1,4,177,70,54,/players/p208450.png?rd=202607310550
513208574,208574,필리프 코스티치,23PLA,lm,lw,,91,90,0,18,2,2,184,84,51,/playersAction/p208574_25.png?rd=202607310540
513208722,208722,사디오 마네,23PLA,cf,lm,st,95,94,94,18,1,4,174,69,136,/playersAction/p208722_25.png?rd=202607310550
513208787,208787,아드리앵 토마손,23PLA,lw,rw,cm,87,87,87,16,1,4,175,72,18,/playersAction/p208787_25.png?rd=202607310550
513209331,209331,모하메드 살라,23PLA,rw,,,97,0,0,20,2,3,175,71,111,/playersAction/p209331_25.png?rd=202607310550
