teamcolor_id,stage,required_players,condition_text,icon_url
40013,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l22.png
40014,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l100409.png
40015,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1477.png
40016,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l241.png
40017,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l243.png
40018,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l73.png
40019,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l11.png
40020,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1.png
40021,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l5.png
40022,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l243.png
40023,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l1370.png
40024,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l18.png
40025,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l9.png
40026,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l11.png
40027,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l45.png
40028,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l241.png
40029,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l45.png
40030,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l48.png
40031,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l11.png
40032,1,5,5명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l95.png
40033,1,2,2명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l18.png
40034,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/teamcolorboost/icon/medium/4_l105035.png
40054,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l19.png
40054,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l19.png
40054,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l19.png
40054,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l19.png
40055,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l2.png
40055,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l2.png
40055,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l2.png
40055,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l2.png
40056,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l8.png
40056,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l8.png
40056,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l8.png
40056,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l8.png
40057,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l17.png
40057,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l17.png
40057,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l17.png
40057,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l17.png
40058,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1799.png
40058,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1799.png
40058,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1799.png
40058,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1799.png
40059,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l13.png
40059,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l13.png
40059,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l13.png
40059,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l13.png
40060,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1808.png
40060,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1808.png
40060,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1808.png
40060,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1808.png
40061,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1796.png
40061,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1796.png
40061,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1796.png
40061,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1796.png
40062,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l144.png
40062,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l144.png
40062,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l144.png
40062,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l144.png
40063,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l109.png
40063,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l109.png
40063,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l109.png
40063,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l109.png
40064,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1794.png
40064,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1794.png
40064,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1794.png
40064,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1794.png
40065,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l481.png
40065,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l481.png
40065,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l481.png
40065,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l481.png
40066,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l483.png
40066,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l483.png
40066,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l483.png
40066,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l483.png
40067,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l457.png
40067,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l457.png
40067,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l457.png
40067,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l457.png
40068,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l449.png
40068,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l449.png
40068,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l449.png
40068,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l449.png
40069,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110832.png
40069,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110832.png
40069,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110832.png
40069,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110832.png
40070,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1853.png
40070,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1853.png
40070,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1853.png
40070,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1853.png
40071,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l450.png
40071,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l450.png
40071,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l450.png
40071,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l450.png
40072,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l448.png
40072,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l448.png
40072,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l448.png
40072,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l448.png
40073,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1860.png
40073,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1860.png
40073,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1860.png
40073,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1860.png
40074,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1968.png
40074,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1968.png
40074,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1968.png
40074,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1968.png
40075,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l467.png
40075,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l467.png
40075,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l467.png
40075,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l467.png
40076,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l462.png
40076,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l462.png
40076,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l462.png
40076,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l462.png
40077,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l479.png
40077,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l479.png
40077,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l479.png
40077,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l479.png
40078,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l463.png
40078,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l463.png
40078,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l463.png
40078,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l463.png
40079,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l468.png
40079,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l468.png
40079,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l468.png
40079,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l468.png
40080,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110839.png
40080,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110839.png
40080,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110839.png
40080,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110839.png
40081,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l23.png
40081,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l23.png
40081,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l23.png
40081,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l23.png
40082,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1831.png
40082,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1831.png
40082,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1831.png
40082,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1831.png
40083,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l36.png
40083,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l36.png
40083,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l36.png
40083,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l36.png
40084,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l38.png
40084,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l38.png
40084,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l38.png
40084,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l38.png
40085,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l10029.png
40085,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l10029.png
40085,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l10029.png
40085,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l10029.png
40086,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l100409.png
40086,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l100409.png
40086,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l100409.png
40086,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l100409.png
40087,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l31.png
40087,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l31.png
40087,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l31.png
40087,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l31.png
40088,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l166.png
40088,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l166.png
40088,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l166.png
40088,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l166.png
40089,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l159.png
40089,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l159.png
40089,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l159.png
40089,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l159.png
40090,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l169.png
40090,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l169.png
40090,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l169.png
40090,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l169.png
40091,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l34.png
40091,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l34.png
40091,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l34.png
40091,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l34.png
40092,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l25.png
40092,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l25.png
40092,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l25.png
40092,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l25.png
40093,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l115845.png
40093,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l115845.png
40093,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l115845.png
40093,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l115845.png
40094,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l111974.png
40094,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l111974.png
40094,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l111974.png
40094,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l111974.png
40095,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l206.png
40095,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l206.png
40095,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l206.png
40095,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l206.png
40096,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1837.png
40096,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1837.png
40096,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1837.png
40096,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1837.png
40097,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110374.png
40097,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110374.png
40097,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110374.png
40097,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110374.png
40099,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l55.png
40099,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l55.png
40099,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l55.png
40099,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l55.png
40100,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110556.png
40100,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110556.png
40100,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110556.png
40100,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l110556.png
40101,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l189.png
40101,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l189.png
40101,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l189.png
40101,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l189.png
40102,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l113974.png
40102,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l113974.png
40102,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l113974.png
40102,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l113974.png
40103,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l54.png
40103,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l54.png
40103,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l54.png
40103,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l54.png
40104,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1842.png
40104,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1842.png
40104,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1842.png
40104,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1842.png
40105,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l50.png
40105,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l50.png
40105,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l50.png
40105,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l50.png
40107,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l69.png
40107,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l69.png
40107,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l69.png
40107,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l69.png
40108,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l74.png
40108,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l74.png
40108,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l74.png
40108,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l74.png
40110,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1819.png
40110,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1819.png
40110,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1819.png
40110,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1819.png
40111,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l68.png
40111,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l68.png
40111,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l68.png
40111,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l68.png
40112,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l64.png
40112,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l64.png
40112,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l64.png
40112,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l64.png
40113,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1530.png
40113,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1530.png
40113,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1530.png
40113,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l1530.png
40114,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l70.png
40114,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l70.png
40114,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l70.png
40114,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l70.png
40115,1,3,3명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l379.png
40115,2,6,6명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l379.png
40115,3,8,8명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l379.png
40115,4,11,11명,https://fco.dn.nexoncdn.co.kr/live/externalAssets/common/crests/light/medium/l379.png
